,rospy+AF8-node+AF8-type,log+AF8-severity,date+AF8-time,node+AF8-name,node+AF8-log
0,rospy.client,INFO,+ACI-2023+AC0-11+AC0-11 15:00:26,606+ACI-,+ACI-init+AF8-node,+ACI-,+ACI-name+AFs-/CommandServer+AF0-, pid+AFs-26727+AF0-+ACI-
3116,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:26:28,182+ACI-,topic+AFs-/robot/limb/right/joint+AF8-command+AF0-,+ACI-adding connection to +AFs-/realtime+AF8-loop+AF0-, count 0+ACI-
3117,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:26:28,182+ACI-,topic+AFs-/robot/limb/right/set+AF8-speed+AF8-ratio+AF0-,+ACI-adding connection to +AFs-/realtime+AF8-loop+AF0-, count 0+ACI-
3118,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:26:28,207+ACI-,topic+AFs-/robot/state+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:43604/+AF0-, count 0+ACI-
3119,rosout,INFO,+ACI-2023+AC0-11+AC0-30 21:26:28,242+ACI-,Robot,Enabled
3120,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:26:28,374+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/command+AF0-,+ACI-adding connection to +AFs-/end+AF8-effector+AF8-io+AF0-, count 0+ACI-
3121,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:26:28,448+ACI-,topic+AFs-/robot/set+AF8-super+AF8-enable+AF0-,+ACI-adding connection to +AFs-/realtime+AF8-loop+AF0-, count 0+ACI-
3122,rosout,INFO,+ACI-2023+AC0-11+AC0-30 21:26:31,220+ACI-,Command,+ACI-Server log: (+AFs-GripperServiceServer+AF0-):  Started Executing Gripper gripper+AF8-cmd: +ACIAIg-Open+ACIAIg-+ACI-
3123,rosout,INFO,+ACI-2023+AC0-11+AC0-30 21:26:33,326+ACI-,Command,+ACI-Server log: (+AFs-GripperServiceServer+AF0-):  Successfully executed gripper gripper+AF8-cmd: +ACIAIg-Open+ACIAIg- command+ACI-
3124,rosout,INFO,+ACI-2023+AC0-11+AC0-30 21:26:35,702+ACI-,Command,+ACI-Server log: (+AFs-GuardedMoveToJointPositionServer+AF0-):  Started Executing guarded move to joint position, timeout +AD0- 5.0+ACI-
3125,rosout,INFO,+ACI-2023+AC0-11+AC0-30 21:26:36,878+ACI-,Command,Server log: (+AFs-GuardedMoveToJointPositionServer+AF0-):  Successfully executed guarded move to joint position
3126,rosout,INFO,+ACI-2023+AC0-11+AC0-30 21:26:36,892+ACI-,Command,Server log: (+AFs-ServoToPoseServiceServer+AF0-):  Querying desired pose in base frame of sawyer
3127,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:26:36,936+ACI-,topic+AFs-/tf+AF0-,+ACI-adding connection to +AFs-http://192.168.50.94:38335/+AF0-, count 0+ACI-
3128,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:26:36,939+ACI-,topic+AFs-/tf+AF0-,+ACI-adding connection to +AFs-http://192.168.50.94:37757/+AF0-, count 1+ACI-
3129,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:26:36,940+ACI-,topic+AFs-/tf+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:57560/+AF0-, count 1+ACI-
3130,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:26:36,942+ACI-,topic+AFs-/tf+AF8-static+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:34039/+AF0-, count 0+ACI-
3131,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:26:36,943+ACI-,topic+AFs-/tf+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:40814/+AF0-, count 3+ACI-
3132,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:26:36,944+ACI-,topic+AFs-/tf+AF8-static+AF0-,+ACI-adding connection to +AFs-http://192.168.50.94:38335/+AF0-, count 1+ACI-
3133,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:26:36,954+ACI-,topic+AFs-/tf+AF8-static+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:41735/+AF0-, count 2+ACI-
3134,rosout,ERROR,+ACI-2023+AC0-11+AC0-30 21:37:22,269+ACI-,Error,processing request:
3135,rospy.core,INFO,+ACI-2023+AC0-11+AC0-30 21:37:22,879+ACI-,signal+AF8-shutdown,+AFs-signal+AC0-2+AF0-
3136,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:22,890+ACI-,topic+AFs-/rosout+AF0-,removing connection to /rosout
3137,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:22,890+ACI-,topic+AFs-/robot/limb/right/set+AF8-speed+AF8-ratio+AF0-,removing connection to /realtime+AF8-loop
3138,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:22,891+ACI-,topic+AFs-/robot/limb/right/joint+AF8-command+AF0-,removing connection to /realtime+AF8-loop
3139,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:22,891+ACI-,topic+AFs-/robot/limb/right/joint+AF8-command+AF8-timeout+AF0-,removing connection to /realtime+AF8-loop
3140,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:22,891+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/command+AF0-,removing connection to /end+AF8-effector+AF8-io
3141,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:22,891+ACI-,topic+AFs-/robot/set+AF8-super+AF8-enable+AF0-,removing connection to /realtime+AF8-loop
3142,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:22,892+ACI-,topic+AFs-/robot/limb/right/endpoint+AF8-state+AF0-,removing connection to http://021708CP00107.local:43604/
3143,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:22,892+ACI-,topic+AFs-/robot/limb/right/tip+AF8-states+AF0-,removing connection to http://021708CP00107.local:43604/
3144,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:22,892+ACI-,topic+AFs-/robot/limb/right/collision+AF8-detection+AF8-state+AF0-,removing connection to http://021708CP00107.local:43604/
3145,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:22,893+ACI-,topic+AFs-/robot/joint+AF8-states+AF0-,removing connection to http://021708CP00107.local:43604/
3146,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:22,893+ACI-,topic+AFs-/robot/joint+AF8-states+AF0-,removing connection to http://021708CP00107.local:43604/
3147,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:22,893+ACI-,topic+AFs-/robot/joint+AF8-states+AF0-,removing connection to http://021708CP00107.local:37809/
3148,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:22,893+ACI-,topic+AFs-/io/end+AF8-effector/config+AF0-,removing connection to http://021708CP00107.local:37809/
3149,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:22,893+ACI-,topic+AFs-/io/end+AF8-effector/config+AF0-,removing connection to http://021708CP00107.local:37809/
3150,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:22,893+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/config+AF0-,removing connection to http://021708CP00107.local:37809/
3151,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:22,894+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/state+AF0-,removing connection to http://021708CP00107.local:37809/
3152,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:22,894+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/state+AF0-,removing connection to http://021708CP00107.local:37809/
3153,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:22,894+ACI-,topic+AFs-/robot/state+AF0-,removing connection to http://021708CP00107.local:43604/
3154,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:22,894+ACI-,topic+AFs-/tf+AF0-,removing connection to http://192.168.50.94:38335/
3155,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:22,894+ACI-,topic+AFs-/tf+AF0-,removing connection to http://192.168.50.94:38335/
3156,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:22,894+ACI-,topic+AFs-/tf+AF0-,removing connection to http://192.168.50.94:37757/
3157,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:22,895+ACI-,topic+AFs-/tf+AF0-,removing connection to http://021708CP00107.local:57560/
3158,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:22,895+ACI-,topic+AFs-/tf+AF0-,removing connection to http://021708CP00107.local:40814/
3159,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:22,895+ACI-,topic+AFs-/tf+AF0-,removing connection to http://021708CP00107.local:40814/
3160,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:22,895+ACI-,topic+AFs-/tf+AF8-static+AF0-,removing connection to http://021708CP00107.local:34039/
3161,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:22,895+ACI-,topic+AFs-/tf+AF8-static+AF0-,removing connection to http://021708CP00107.local:34039/
3162,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:22,896+ACI-,topic+AFs-/tf+AF8-static+AF0-,removing connection to http://192.168.50.94:38335/
3163,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:22,896+ACI-,topic+AFs-/tf+AF8-static+AF0-,removing connection to http://192.168.50.94:38335/
3164,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:22,896+ACI-,topic+AFs-/tf+AF8-static+AF0-,removing connection to http://021708CP00107.local:41735/
3165,rospy.core,INFO,+ACI-2023+AC0-11+AC0-30 21:37:23,480+ACI-,signal+AF8-shutdown,+AFs-atexit+AF0-
3166,rospy.client,INFO,+ACI-2023+AC0-11+AC0-30 21:37:38,563+ACI-,+ACI-init+AF8-node,+ACI-,+ACI-name+AFs-/CommandServer+AF0-, pid+AFs-283160+AF0-+ACI-
3167,xmlrpc,INFO,+ACI-2023+AC0-11+AC0-30 21:37:38,564+ACI-,XML+AC0-RPC,server binding to 0.0.0.0:0
3168,xmlrpc,INFO,+ACI-2023+AC0-11+AC0-30 21:37:38,564+ACI-,Started,XML+AC0-RPC server +AFs-http://192.168.50.94:34309/+AF0-
3169,rospy.init,INFO,+ACI-2023+AC0-11+AC0-30 21:37:38,564+ACI-,ROS,Slave URI: +AFs-http://192.168.50.94:34309/+AF0-
3170,rospy.impl.masterslave,INFO,+ACI-2023+AC0-11+AC0-30 21:37:38,564+ACI-,+AF8-ready:,http://192.168.50.94:34309/
3171,rospy.registration,INFO,+ACI-2023+AC0-11+AC0-30 21:37:38,565+ACI-,Registering,with master node http://021708CP00107.local:11311
3172,xmlrpc,INFO,+ACI-2023+AC0-11+AC0-30 21:37:38,565+ACI-,xml,rpc node: starting XML+AC0-RPC server
3173,rospy.init,INFO,+ACI-2023+AC0-11+AC0-30 21:37:38,664+ACI-,registered,with master
3174,rospy.rosout,INFO,+ACI-2023+AC0-11+AC0-30 21:37:38,665+ACI-,initializing,/rosout core topic
3175,rospy.rosout,INFO,+ACI-2023+AC0-11+AC0-30 21:37:38,672+ACI-,connected,to core topic /rosout
3176,rospy.simtime,INFO,+ACI-2023+AC0-11+AC0-30 21:37:38,675+ACI-,/use+AF8-sim+AF8-time,+ACI-is not set, will not subscribe to simulated time +AFs-/clock+AF0- topic+ACI-
3177,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:38,731+ACI-,topic+AFs-/robot/limb/right/endpoint+AF8-state+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:43604/+AF0-, count 0+ACI-
3178,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:38,747+ACI-,topic+AFs-/robot/limb/right/tip+AF8-states+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:43604/+AF0-, count 0+ACI-
3179,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:38,764+ACI-,topic+AFs-/robot/limb/right/collision+AF8-detection+AF8-state+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:43604/+AF0-, count 0+ACI-
3180,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:38,765+ACI-,topic+AFs-/robot/joint+AF8-states+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:43604/+AF0-, count 0+ACI-
3181,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:38,766+ACI-,topic+AFs-/robot/joint+AF8-states+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:37809/+AF0-, count 0+ACI-
3182,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:38,800+ACI-,topic+AFs-/io/end+AF8-effector/config+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:37809/+AF0-, count 0+ACI-
3183,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:38,946+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/config+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:37809/+AF0-, count 0+ACI-
3184,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:38,948+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/state+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:37809/+AF0-, count 0+ACI-
3185,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:38,968+ACI-,topic+AFs-/rosout+AF0-,+ACI-adding connection to +AFs-/rosout+AF0-, count 0+ACI-
3186,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:38,971+ACI-,topic+AFs-/robot/limb/right/joint+AF8-command+AF0-,+ACI-adding connection to +AFs-/realtime+AF8-loop+AF0-, count 0+ACI-
3187,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:38,973+ACI-,topic+AFs-/robot/limb/right/joint+AF8-command+AF8-timeout+AF0-,+ACI-adding connection to +AFs-/realtime+AF8-loop+AF0-, count 0+ACI-
3188,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:38,973+ACI-,topic+AFs-/robot/limb/right/set+AF8-speed+AF8-ratio+AF0-,+ACI-adding connection to +AFs-/realtime+AF8-loop+AF0-, count 0+ACI-
3189,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:38,979+ACI-,topic+AFs-/robot/state+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:43604/+AF0-, count 0+ACI-
3190,rosout,INFO,+ACI-2023+AC0-11+AC0-30 21:37:38,996+ACI-,Robot,Enabled
3191,rosout,INFO,+ACI-2023+AC0-11+AC0-30 21:37:39,020+ACI-,Command,+ACI-Server log: (+AFs-GripperServiceServer+AF0-):  Started Executing Gripper gripper+AF8-cmd: +ACIAIg-Open+ACIAIg-+ACI-
3192,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:39,163+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/command+AF0-,+ACI-adding connection to +AFs-/end+AF8-effector+AF8-io+AF0-, count 0+ACI-
3193,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:39,264+ACI-,topic+AFs-/robot/set+AF8-super+AF8-enable+AF0-,+ACI-adding connection to +AFs-/realtime+AF8-loop+AF0-, count 0+ACI-
3194,rosout,INFO,+ACI-2023+AC0-11+AC0-30 21:37:41,130+ACI-,Command,+ACI-Server log: (+AFs-GripperServiceServer+AF0-):  Successfully executed gripper gripper+AF8-cmd: +ACIAIg-Open+ACIAIg- command+ACI-
3195,rosout,INFO,+ACI-2023+AC0-11+AC0-30 21:37:42,605+ACI-,Command,+ACI-Server log: (+AFs-GuardedMoveToJointPositionServer+AF0-):  Started Executing guarded move to joint position, timeout +AD0- 5.0+ACI-
3196,rosout,INFO,+ACI-2023+AC0-11+AC0-30 21:37:43,773+ACI-,Command,Server log: (+AFs-GuardedMoveToJointPositionServer+AF0-):  Successfully executed guarded move to joint position
3197,rosout,INFO,+ACI-2023+AC0-11+AC0-30 21:37:43,786+ACI-,Command,Server log: (+AFs-ServoToPoseServiceServer+AF0-):  Querying desired pose in base frame of sawyer
3198,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:43,814+ACI-,topic+AFs-/tf+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:57560/+AF0-, count 0+ACI-
3199,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:43,820+ACI-,topic+AFs-/tf+AF0-,+ACI-adding connection to +AFs-http://192.168.50.94:38335/+AF0-, count 1+ACI-
3200,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:43,826+ACI-,topic+AFs-/tf+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:40814/+AF0-, count 1+ACI-
3201,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:43,830+ACI-,topic+AFs-/tf+AF0-,+ACI-adding connection to +AFs-http://192.168.50.94:33873/+AF0-, count 3+ACI-
3202,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:43,832+ACI-,topic+AFs-/tf+AF8-static+AF0-,+ACI-adding connection to +AFs-http://192.168.50.94:38335/+AF0-, count 0+ACI-
3203,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:43,833+ACI-,topic+AFs-/tf+AF8-static+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:34039/+AF0-, count 1+ACI-
3204,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:37:43,837+ACI-,topic+AFs-/tf+AF8-static+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:41735/+AF0-, count 2+ACI-
3205,rospy.core,INFO,+ACI-2023+AC0-11+AC0-30 21:57:14,112+ACI-,signal+AF8-shutdown,+AFs-signal+AC0-2+AF0-
3206,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:57:14,228+ACI-,topic+AFs-/rosout+AF0-,removing connection to /rosout
3207,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:57:14,228+ACI-,topic+AFs-/robot/limb/right/set+AF8-speed+AF8-ratio+AF0-,removing connection to /realtime+AF8-loop
3208,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:57:14,229+ACI-,topic+AFs-/robot/limb/right/joint+AF8-command+AF0-,removing connection to /realtime+AF8-loop
3209,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:57:14,229+ACI-,topic+AFs-/robot/limb/right/joint+AF8-command+AF8-timeout+AF0-,removing connection to /realtime+AF8-loop
3210,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:57:14,229+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/command+AF0-,removing connection to /end+AF8-effector+AF8-io
3211,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:57:14,230+ACI-,topic+AFs-/robot/set+AF8-super+AF8-enable+AF0-,removing connection to /realtime+AF8-loop
3212,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:57:14,233+ACI-,topic+AFs-/robot/limb/right/endpoint+AF8-state+AF0-,removing connection to http://021708CP00107.local:43604/
3213,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:57:14,233+ACI-,topic+AFs-/robot/limb/right/endpoint+AF8-state+AF0-,removing connection to http://021708CP00107.local:43604/
3214,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:57:14,233+ACI-,topic+AFs-/robot/limb/right/tip+AF8-states+AF0-,removing connection to http://021708CP00107.local:43604/
3215,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:57:14,233+ACI-,topic+AFs-/robot/limb/right/collision+AF8-detection+AF8-state+AF0-,removing connection to http://021708CP00107.local:43604/
3216,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:57:14,234+ACI-,topic+AFs-/robot/joint+AF8-states+AF0-,removing connection to http://021708CP00107.local:43604/
3217,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:57:14,234+ACI-,topic+AFs-/robot/joint+AF8-states+AF0-,removing connection to http://021708CP00107.local:37809/
3218,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:57:14,235+ACI-,topic+AFs-/io/end+AF8-effector/config+AF0-,removing connection to http://021708CP00107.local:37809/
3219,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:57:14,235+ACI-,topic+AFs-/io/end+AF8-effector/config+AF0-,removing connection to http://021708CP00107.local:37809/
3220,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:57:14,235+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/config+AF0-,removing connection to http://021708CP00107.local:37809/
3221,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:57:14,235+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/config+AF0-,removing connection to http://021708CP00107.local:37809/
3222,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:57:14,236+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/state+AF0-,removing connection to http://021708CP00107.local:37809/
3223,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:57:14,236+ACI-,topic+AFs-/robot/state+AF0-,removing connection to http://021708CP00107.local:43604/
3224,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:57:14,236+ACI-,topic+AFs-/robot/state+AF0-,removing connection to http://021708CP00107.local:43604/
3225,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:57:14,236+ACI-,topic+AFs-/tf+AF0-,removing connection to http://021708CP00107.local:57560/
3226,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:57:14,237+ACI-,topic+AFs-/tf+AF0-,removing connection to http://192.168.50.94:38335/
3227,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:57:14,237+ACI-,topic+AFs-/tf+AF0-,removing connection to http://192.168.50.94:38335/
3228,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:57:14,237+ACI-,topic+AFs-/tf+AF0-,removing connection to http://021708CP00107.local:40814/
3229,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:57:14,237+ACI-,topic+AFs-/tf+AF0-,removing connection to http://192.168.50.94:33873/
3230,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:57:14,237+ACI-,topic+AFs-/tf+AF0-,removing connection to http://192.168.50.94:33873/
3231,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:57:14,239+ACI-,topic+AFs-/tf+AF8-static+AF0-,removing connection to http://192.168.50.94:38335/
3232,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:57:14,239+ACI-,topic+AFs-/tf+AF8-static+AF0-,removing connection to http://192.168.50.94:38335/
3233,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:57:14,239+ACI-,topic+AFs-/tf+AF8-static+AF0-,removing connection to http://021708CP00107.local:34039/
3234,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 21:57:14,240+ACI-,topic+AFs-/tf+AF8-static+AF0-,removing connection to http://021708CP00107.local:41735/
3235,rospy.core,INFO,+ACI-2023+AC0-11+AC0-30 21:57:14,713+ACI-,signal+AF8-shutdown,+AFs-atexit+AF0-
3236,rospy.client,INFO,+ACI-2023+AC0-11+AC0-30 22:04:03,382+ACI-,+ACI-init+AF8-node,+ACI-,+ACI-name+AFs-/CommandServer+AF0-, pid+AFs-284722+AF0-+ACI-
3237,xmlrpc,INFO,+ACI-2023+AC0-11+AC0-30 22:04:03,383+ACI-,XML+AC0-RPC,server binding to 0.0.0.0:0
3238,xmlrpc,INFO,+ACI-2023+AC0-11+AC0-30 22:04:03,384+ACI-,Started,XML+AC0-RPC server +AFs-http://192.168.50.94:42143/+AF0-
3239,rospy.init,INFO,+ACI-2023+AC0-11+AC0-30 22:04:03,384+ACI-,ROS,Slave URI: +AFs-http://192.168.50.94:42143/+AF0-
3240,rospy.impl.masterslave,INFO,+ACI-2023+AC0-11+AC0-30 22:04:03,384+ACI-,+AF8-ready:,http://192.168.50.94:42143/
3241,rospy.registration,INFO,+ACI-2023+AC0-11+AC0-30 22:04:03,386+ACI-,Registering,with master node http://021708CP00107.local:11311
3242,xmlrpc,INFO,+ACI-2023+AC0-11+AC0-30 22:04:03,386+ACI-,xml,rpc node: starting XML+AC0-RPC server
3243,rospy.init,INFO,+ACI-2023+AC0-11+AC0-30 22:04:03,485+ACI-,registered,with master
3244,rospy.rosout,INFO,+ACI-2023+AC0-11+AC0-30 22:04:03,486+ACI-,initializing,/rosout core topic
3245,rospy.rosout,INFO,+ACI-2023+AC0-11+AC0-30 22:04:03,595+ACI-,connected,to core topic /rosout
3246,rospy.simtime,INFO,+ACI-2023+AC0-11+AC0-30 22:04:03,599+ACI-,/use+AF8-sim+AF8-time,+ACI-is not set, will not subscribe to simulated time +AFs-/clock+AF0- topic+ACI-
3247,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 22:04:03,658+ACI-,topic+AFs-/robot/limb/right/endpoint+AF8-state+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:43604/+AF0-, count 0+ACI-
3248,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 22:04:03,687+ACI-,topic+AFs-/robot/limb/right/tip+AF8-states+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:43604/+AF0-, count 0+ACI-
3249,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 22:04:03,700+ACI-,topic+AFs-/robot/joint+AF8-states+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:43604/+AF0-, count 0+ACI-
3250,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 22:04:03,701+ACI-,topic+AFs-/robot/joint+AF8-states+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:37809/+AF0-, count 1+ACI-
3251,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 22:04:03,706+ACI-,topic+AFs-/robot/limb/right/collision+AF8-detection+AF8-state+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:43604/+AF0-, count 0+ACI-
3252,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 22:04:03,749+ACI-,topic+AFs-/io/end+AF8-effector/config+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:37809/+AF0-, count 0+ACI-
3253,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 22:04:03,878+ACI-,topic+AFs-/rosout+AF0-,+ACI-adding connection to +AFs-/rosout+AF0-, count 0+ACI-
3254,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 22:04:03,912+ACI-,topic+AFs-/robot/limb/right/set+AF8-speed+AF8-ratio+AF0-,+ACI-adding connection to +AFs-/realtime+AF8-loop+AF0-, count 0+ACI-
3255,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 22:04:03,913+ACI-,topic+AFs-/robot/limb/right/joint+AF8-command+AF8-timeout+AF0-,+ACI-adding connection to +AFs-/realtime+AF8-loop+AF0-, count 0+ACI-
3256,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 22:04:03,914+ACI-,topic+AFs-/robot/limb/right/joint+AF8-command+AF0-,+ACI-adding connection to +AFs-/realtime+AF8-loop+AF0-, count 0+ACI-
3257,rospy.internal,INFO,+ACI-2023+AC0-11+AC0-30 22:04:03,949+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/config+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:37809/+AF0-, count 0+ACI-
